Symbol,Description,Technical Rating 1 day,Moving Averages Rating 1 day,Oscillators Rating 1 day,Relative Strength Index (14) 1 day,Momentum (10) 1 day,Awesome Oscillator 1 day,Commodity Channel Index (20) 1 day,"Stochastic (14,3,3) 1 day, %K","Stochastic (14,3,3) 1 day, %D",Candlestick Pattern 1 day
BORR,Borr Drilling Limited,Buy,Strong buy,Neutral,54.88558436,-0.21,0.053717647,16.31986944,43.95604396,34.31343431,
SION,"Sionna Therapeutics, Inc.",Neutral,Neutral,Neutral,48.41143457,-2.56,1.685394221,-19.81752458,29.8102862,40.93016314,Shooting Star
CRML,Critical Metals Corp.,Strong buy,Strong buy,Buy,68.15396768,5.44,2.266684412,168.7237936,71.05248624,62.4392896,
PAYO,Payoneer Global Inc.,Buy,Buy,Neutral,54.38953955,0.29,0.277786765,62.37385704,68.38487973,71.36311569,
LOB,"Live Oak Bancshares, Inc.",Strong buy,Strong buy,Neutral,64.39409783,1.55,2.754145588,98.06146775,84.99867767,78.89840927,
HTZ,"Hertz Global Holdings, Inc",Neutral,Neutral,Neutral,46.69690706,-1.02,1.101114118,-39.07611401,14.88271027,32.37592666,
WD,"Walker & Dunlop, Inc",Buy,Buy,Neutral,60.65300901,3.04,3.739854412,107.7499453,83.27891236,81.84096874,
RES,"RPC, Inc.",Buy,Strong buy,Sell,64.04987156,1.07,0.671973529,176.6059597,87.78788465,90.44314817,
YELP,Yelp Inc.,Strong buy,Strong buy,Buy,74.33710143,3.33,3.048342647,107.3812701,81.08719611,82.14574412,
PLPC,Preformed Line Products Company,Strong buy,Strong buy,Buy,71.78427779,41.84,44.72632059,154.8656528,92.34997709,88.70848292,Long Lower Shadow
INVA,"Innoviva, Inc.",Neutral,Buy,Neutral,50.69326746,-0.61,0.540148529,-17.42574243,38.49635926,43.16070117,Bearish Engulfing
SNDA,"Sonida Senior Living, Inc.",Buy,Strong buy,Neutral,66.08766135,3.25,1.418318824,147.5607107,87.91425562,78.54105676,
STGW,Stagwell Inc.,Buy,Strong buy,Neutral,56.49021709,0.37,0.460056765,51.33095514,41.60583942,47.27497868,
HLMN,Hillman Solutions Corp.,Buy,Buy,Neutral,54.76718913,-0.02,0.525130882,64.18351231,74.61441142,81.10556716,
GSHD,"Goosehead Insurance, Inc.",Neutral,Buy,Neutral,57.97110023,6.36,4.133894118,152.2600954,61.80669064,70.82933837,"Gravestone Doji, Long Upper Shadow"
STRA,"Strategic Education, Inc.",Sell,Strong sell,Neutral,39.75968396,-3.18,-3.134225294,-148.7431304,26.63279348,39.39257286,
DV,"DoubleVerify Holdings, Inc.",Buy,Strong buy,Neutral,62.30866308,0.84,0.496772059,112.6744487,81.72205395,79.85404567,
KSS,Kohl's Corporation,Buy,Buy,Buy,58.46791822,1.8,1.633542941,94.90957153,64.14749909,71.26816333,
PSIX,"Power Solutions International, Inc.",Neutral,Buy,Sell,51.08265683,-3.83,11.56530765,7.397085354,52.86939756,63.34745516,
OMCL,"Omnicell, Inc.",Buy,Strong buy,Neutral,56.53544914,2.62,1.589487647,103.2864568,61.56870212,59.71738873,Long Upper Shadow
BLKB,"Blackbaud, Inc.",Sell,Strong sell,Neutral,41.70319806,1.03,-2.090220588,-34.17627622,45.21303258,53.98496241,
SLVM,Sylvamo Corporation,Buy,Buy,Buy,53.19321924,0.08,0.432725,42.8197065,40.26012892,37.61941181,
NRIX,"Nurix Therapeutics, Inc.",Buy,Strong buy,Buy,53.07374817,0.58,0.754955882,58.55855856,50.59664438,53.74267891,Long Upper Shadow
HLF,Herbalife Ltd.,Buy,Strong buy,Neutral,55.11618835,0.93,1.055579412,56.40690428,70.26648281,71.58563447,
VIR,"Vir Biotechnology, Inc.",Strong buy,Strong buy,Buy,61.3678258,1.33,1.002965397,68.67403805,56.83048433,60.15210897,
CCS,"Century Communities, Inc.",Sell,Strong sell,Neutral,45.99578625,-1.36,2.418192647,-6.354940299,38.61827443,53.09980662,
ADNT,Adient plc,Buy,Strong buy,Neutral,53.4434853,0.96,1.2159,96.73792641,66.86220382,68.18112108,
RAPP,"Rapport Therapeutics, Inc.",Buy,Buy,Neutral,56.11998623,0.75,4.309605882,37.14366402,45.56976622,52.98119967,
OUST,"Ouster, Inc.",Buy,Strong buy,Neutral,64.08137636,5.04,5.843702941,94.7861581,74.47234026,76.81765321,Bearish Engulfing
ALKT,"Alkami Technology, Inc.",Strong sell,Strong sell,Sell,41.46850387,-0.57,-0.011589706,-64.79232518,22.46456838,40.71722192,
CBZ,"CBIZ, Inc.",Buy,Buy,Neutral,58.67024034,1.84,2.737516176,89.90027842,76.3030303,76.62856276,
WMK,"Weis Markets, Inc.",Strong sell,Strong sell,Sell,44.0172713,-3.29,1.786999706,-108.050926,29.40140845,45.657277,
IMKTA,"Ingles Markets, Incorporated",Buy,Buy,Buy,51.62946405,-2.34,1.302335,-22.02199684,41.35021097,39.07428718,
PSNY,Polestar Automotive Holding UK Limited,Sell,Strong sell,Neutral,43.97126855,-2.61,-0.223882647,-78.35843267,12.52003023,11.59408736,Long Upper Shadow
SILA,"Sila Realty Trust, Inc.",Buy,Strong buy,Neutral,87.39155656,5.58,5.018797059,111.0820208,97.89699704,97.98386592,
LILA,Liberty Latin America Ltd.,Sell,Sell,Sell,46.32633137,-0.02,0.255113235,-49.57112779,46.57534247,54.49010654,
FLNG,FLEX LNG Ltd.,Strong buy,Strong buy,Buy,61.01224725,1.78,0.916362059,91.48772992,84.45229682,82.37141735,
FLYW,Flywire Corporation - Voting,Strong buy,Strong buy,Neutral,63.0396439,1.9,1.185354412,84.67571878,77.97833935,81.27425734,
PRKS,United Parks & Resorts Inc.,Sell,Strong sell,Neutral,47.7835508,-2.34,1.525410294,-32.51290013,18.63519789,35.34488362,
GCT,GigaCloud Technology Inc,Neutral,Buy,Sell,49.92358134,1.94,2.883811471,-24.16688479,48.49955589,57.46648987,
GABC,"German American Bancorp, Inc.",Buy,Strong buy,Neutral,59.61942198,0.13,1.478622059,17.73121831,56.1528958,52.7070828,
FBYD,"Falcon's Beyond Global, Inc.",Strong buy,Strong buy,Buy,71.86621965,4.35,4.699849706,165.497608,84.86960518,81.13817287,
WLTH,Wealthfront Corporation,Buy,Strong buy,Neutral,64.59146138,0.49,1.425386765,67.23754831,73.1102833,77.93889502,
PDFS,"PDF Solutions, Inc.",Buy,Strong buy,Neutral,56.68583797,0.68,7.546276176,61.4239174,66.59130489,79.65373999,
NSSC,"NAPCO Security Technologies, Inc.",Strong buy,Strong buy,Neutral,64.78122307,2.09,2.999704412,88.76439078,87.3241647,85.77799318,
EFC,Ellington Financial Inc.,Strong buy,Strong buy,Buy,71.69098954,0.6,0.85472,117.0616935,91.47911662,87.9897008,
JJSF,J & J Snack Foods Corp.,Buy,Buy,Buy,66.21566429,3.84,2.594077353,260.1352989,82.63690385,76.96309318,
BFC,Bank First Corporation,Strong buy,Strong buy,Buy,64.66162289,3.87,4.030105882,146.9923994,65.6921833,53.08182562,
TILE,"Interface, Inc.",Buy,Buy,Neutral,55.37432669,0.6,1.513647059,70.07748293,74.35106086,78.80442575,
TFIN,"Triumph Financial, Inc.",Strong buy,Strong buy,Buy,65.2467556,6.59,6.109176471,131.4077348,86.99199403,75.6886116,
APPN,Appian Corporation,Sell,Strong sell,Neutral,44.1378381,0.76,-1.735014706,-11.04841745,37.74233896,35.06358141,
LPG,Dorian LPG Ltd.,Buy,Strong buy,Neutral,64.58466333,2.48,2.544673235,180.6587145,89.05708037,77.96635341,
HOPE,"Hope Bancorp, Inc.",Strong buy,Strong buy,Buy,66.94023286,0.39,0.904699412,91.41528569,75.68279452,75.60766775,Spinning Top White
TROX,Tronox Holdings plc,Strong buy,Strong buy,Neutral,65.08460803,0.62,1.102912647,241.3477606,79.79701218,79.46392882,
OI,"O-I Glass, Inc.",Sell,Strong sell,Neutral,44.59787014,-0.34,-0.013772647,14.3504282,50.39261209,50.26251096,
SFL,SFL Corporation Ltd,Strong buy,Strong buy,Neutral,62.28922368,0.31,0.206041176,175.2988048,64.30446194,49.4090781,
STBA,"S&T Bancorp, Inc.",Strong buy,Strong buy,Neutral,59.9814365,0.18,1.396520882,51.40788007,50.46718413,50.46100927,
TCBK,TriCo Bancshares,Strong buy,Strong buy,Buy,57.73957553,0.48,1.478923529,63.41793001,60.36473805,58.44276136,
VOYG,"Voyager Technologies, Inc.",Strong sell,Strong sell,Sell,44.63639746,-2.83,2.468448235,-31.2475808,28.92181793,50.57908556,
CNXN,"PC Connection, Inc.",Buy,Strong buy,Neutral,58.19007325,-0.59,3.463346765,58.10259901,77.17805688,84.07699818,
LKFN,Lakeland Financial Corporation,Strong buy,Strong buy,Buy,62.17468009,0.59,1.929632353,104.8518681,55.54092075,50.45101321,Spinning Top White
CTS,CTS Corporation,Buy,Strong buy,Buy,64.33405491,0.41,4.958697059,80.16772805,86.29096388,83.90239941,
UAMY,United States Antimony Corporation,Strong buy,Strong buy,Buy,60.30076574,1.89,0.776942647,90.68489524,69.75407848,67.29604565,Marubozu White
NVRI,Enviri Corporation,Buy,Buy,Neutral,53.48611402,0.09,0.389854412,-59.95363119,30.13182674,27.02678827,
KDK,"Kodiak AI, Inc.",Buy,Buy,Buy,52.2892001,1.35,1.001791765,32.99573734,43.71307772,52.62989942,Long Upper Shadow
AIN,Albany International Corporation,Buy,Buy,Neutral,51.65288281,-1.79,1.945507353,21.75552787,46.47566952,55.07165322,
GENB,"Generate Biomedicines, Inc.",Sell,Sell,Neutral,50.17897259,-0.35,0.282020588,35.78126936,64.66402975,62.93994251,
INSP,"Inspire Medical Systems, Inc.",Sell,Strong sell,Neutral,47.47298225,0.15,-0.281581176,19.08755719,58.79194631,51.31553819,
DCOM,"Dime Community Bancshares, Inc.",Buy,Strong buy,Neutral,55.29519018,0.03,1.842077353,27.37476464,55.29440904,61.74799879,
PEB,Pebblebrook Hotel Trust,Strong buy,Strong buy,Buy,64.93207884,0.39,0.878823529,81.25996425,77.3789054,71.98566615,
PRGO,Perrigo Company plc,Neutral,Sell,Neutral,53.36325758,0.18,1.214657059,65.41665971,73.2161782,76.87727614,
BRAI,Braiin Limited,Buy,Strong buy,Neutral,49.07669406,3.12,-0.496595,108.7617711,66.29847878,49.8375989,
WBTN,WEBTOON Entertainment Inc.,Buy,Strong buy,Buy,59.45993721,0.27,1.798645882,54.52853025,60.35554609,72.74747815,
BY,"Byline Bancorp, Inc.",Buy,Strong buy,Neutral,57.48507111,-0.41,1.210598235,37.8963354,47.68925629,51.73245479,
IIPR,"Innovative Industrial Properties, Inc.",Strong buy,Strong buy,Buy,62.51135041,5.08,2.457383824,162.4141846,66.48023863,69.8303461,
ATEC,"Alphatec Holdings, Inc.",Sell,Strong sell,Neutral,40.61131891,-0.89,-0.933658824,-141.035994,25.43352601,20.69771003,
PICS,PicS N.V.,Sell,Strong sell,Neutral,43.52262138,-0.64,0.363492353,7.244834846,41.93359409,52.7013193,
SKYT,"SkyWater Technology, Inc.",Buy,Strong buy,Neutral,56.00179869,2.72,3.762589118,28.84172401,77.33200173,86.63511851,
REX,REX American Resources Corporation,Buy,Strong buy,Buy,69.02792416,4.17,2.783020588,132.9412722,95.77831398,91.86070622,
DQ,DAQO New Energy Corp.,Sell,Sell,Neutral,50.26445098,0.74,0.496197353,95.72965337,72.87414966,72.14779041,
LEG,"Leggett & Platt, Incorporated",Buy,Strong buy,Neutral,57.54069928,0.12,1.033425,49.88555413,67.00434125,69.89037054,Spinning Top White
OCS,Oculis Holding AG,Buy,Buy,Neutral,51.04868043,0,0.710022059,-13.08199626,24.67905934,32.93150519,Bullish Engulfing
ECVT,Ecovyst Inc.,Buy,Strong buy,Neutral,64.83147444,-0.27,0.928207353,79.42022186,70.32721281,65.16138313,
TPB,"Turning Point Brands, Inc.",Neutral,Sell,Buy,46.2956166,-3.36,-7.170720882,15.66419214,57.5692133,43.10002354,
OPRA,Opera Limited,Buy,Strong buy,Neutral,60.91497214,1.69,1.875769118,68.91116558,68.82352941,72.5600844,
GLUE,"Monte Rosa Therapeutics, Inc.",Buy,Strong buy,Neutral,57.36429138,1.74,2.890713294,68.01542176,62.8729152,74.69331073,
ARI,"Apollo Commercial Real Estate Finance, Inc",Strong buy,Strong buy,Neutral,60.50719028,0.01,0.350327353,62.07876356,77.37525632,76.38720752,
HROW,"Harrow, Inc.",Buy,Strong buy,Buy,60.78506625,4.31,2.894430588,104.6040034,72.17077412,65.93192471,
NTLA,"Intellia Therapeutics, Inc.",Sell,Strong sell,Sell,43.66094252,-1.22,1.516133824,-52.66078561,35.47292441,61.56191822,
PLSE,"Pulse Biosciences, Inc",Buy,Strong buy,Neutral,54.79853132,3.73,2.193542647,52.94449675,78.37329572,86.42559245,
KARO,Karooooo Ltd.,Buy,Buy,Neutral,50.47045221,-0.99,1.167642353,-28.10094075,22.0453724,27.77228426,
ABR,Arbor Realty Trust,Buy,Strong buy,Neutral,57.09866494,0.37,0.311864706,89.81778603,63.85029135,68.44045806,
DMRA,"Damora Therapeutics, Inc.",Sell,Sell,Neutral,48.71091539,-0.93,0.900261176,-58.4646567,32.85633928,41.07582926,
ASTH,Astrana Health Inc.,Buy,Strong buy,Neutral,79.16736069,5.13,6.209998235,124.05862,88.44843586,91.15909525,Doji
QCRH,"QCR Holdings, Inc.",Strong buy,Strong buy,Neutral,59.02577793,0.04,3.221813235,43.55803551,40.61734702,41.76225752,
HBNB,Hotel101 Global Holdings Corp.,Sell,Strong sell,Neutral,42.90782917,0.205,-0.786500882,-39.56135229,53.61214866,50.24524284,
UFPT,"UFP Technologies, Inc.",Sell,Strong sell,Neutral,46.72613924,-6.09,2.202747353,37.91807994,50.16195765,60.47732996,
IMTX,Immatics N.V.,Buy,Strong buy,Neutral,65.42929024,0.48,0.953075,113.8754472,87.41012039,91.33221634,
GBX,"Greenbrier Companies, Inc. (The)",Sell,Strong sell,Sell,42.64040352,-3.78,-2.197037647,-55.41524932,45.19002375,40.91448931,Spinning Top Black
MBX,"MBX Biosciences, Inc.",Neutral,Sell,Neutral,49.58020905,-0.84,2.102180588,9.165910706,50.75474587,62.34078383,Doji
ARLO,"Arlo Technologies, Inc.",Neutral,Neutral,Sell,50.1785853,0.49,0.378142647,29.70165929,58.38006231,62.28452752,
PRLB,"Proto Labs, Inc.",Buy,Strong buy,Neutral,59.5863276,0.97,4.6831425,75.38282765,78.87955373,82.08023813,Bearish Engulfing
KW,Kennedy-Wilson Holdings Inc.,Buy,Strong buy,Buy,57.38526404,0.01,0.009232353,41.54969118,77.14285714,76.64902998,
CNXC,Concentrix Corporation,Strong sell,Strong sell,Sell,35.13391738,-3.32,-1.266330882,-152.3303059,11.31183444,33.0862503,
HCSG,"Healthcare Services Group, Inc.",Buy,Strong buy,Neutral,60.5217962,2.51,2.137852941,144.9737346,57.52529436,65.13440648,
CNOB,"ConnectOne Bancorp, Inc.",Strong buy,Strong buy,Buy,66.53316294,1.51,1.535766176,147.5852613,79.50564793,72.63366319,
ASAN,"Asana, Inc.",Neutral,Sell,Neutral,47.94864495,0.44,-0.055185294,61.53380174,57.17439294,59.45548197,
TNC,Tennant Company,Strong buy,Strong buy,Neutral,75.43540163,3.1,9.590043529,102.0742809,87.55677058,87.70786319,
XZO,"Exzeo Group, Inc.",Buy,Buy,Neutral,52.85529053,0.94,1.225391176,59.47893966,63.19492465,67.48816064,
IMCR,Immunocore Holdings plc,Strong sell,Strong sell,Neutral,32.92010751,-2.91,-1.187404412,-133.4233302,8.439963882,9.774974024,
XHR,"Xenia Hotels & Resorts, Inc.",Buy,Strong buy,Neutral,58.66337327,-0.02,0.938242647,57.11819093,71.68733909,73.21427073,
TE,T1 Energy Inc.,Neutral,Neutral,Neutral,48.17813722,0.2,-0.562296765,67.3477173,75.56161169,78.12824738,
AMRC,"Ameresco, Inc.",Buy,Buy,Buy,57.30325688,3.09,1.493119118,144.7053081,81.32585019,80.1494731,
PENG,"Penguin Solutions, Inc.",Buy,Strong buy,Neutral,72.19541988,4.67,7.099749706,107.5036703,88.43301411,90.14587918,
BCAX,Bicara Therapeutics Inc.,Buy,Strong buy,Neutral,57.44944616,0.335,2.253566176,34.65672538,54.58622299,65.50080222,
ATRC,"AtriCure, Inc.",Neutral,Neutral,Neutral,49.34932842,0.38,-0.688307353,67.75376841,52.45098039,35.20629085,
LZB,La-Z-Boy Incorporated,Buy,Strong buy,Buy,62.31113497,2.3,2.552833824,82.65345663,79.44023261,82.73462555,
ARDX,"Ardelyx, Inc.",Sell,Sell,Sell,47.18657945,-0.34,0.116726176,-26.98226969,24.69135802,28.66941015,Inverted Hammer
AVAH,Aveanna Healthcare Holdings Inc.,Neutral,Buy,Neutral,52.14675709,0.32,-0.114714706,78.41627932,59.67078189,50.54456509,
OBK,"Origin Bancorp, Inc.",Strong buy,Strong buy,Buy,72.73822567,2.27,3.188852941,125.970858,93.87117434,86.79504235,
ALGT,Allegiant Travel Company,Sell,Strong sell,Neutral,42.77909967,-5.85,-0.538839706,-85.22400646,7.719298246,12.92959631,
HLX,"Helix Energy Solutions Group, Inc.",Buy,Strong buy,Neutral,59.13591405,0.14,0.181257353,145.6650376,63.30935252,61.17148834,Long Upper Shadow
MAZE,"Maze Therapeutics, Inc.",Sell,Strong sell,Neutral,32.54959208,-0.95,-9.064141176,-107.245591,20.51948052,17.80968473,Bullish Engulfing
DFIN,"Donnelley Financial Solutions, Inc.",Buy,Strong buy,Buy,56.42559601,2.22,3.150143235,47.46833814,41.42589118,55.08135791,
FOR,Forestar Group Inc,Buy,Strong buy,Buy,68.46674846,2.21,1.789199706,160.6442001,95.47968819,94.77871891,
BHVN,Biohaven Ltd.,Sell,Strong sell,Neutral,46.3885258,-0.53,0.673535294,-6.726624883,50.37384269,65.04332094,
PGNY,"Progyny, Inc.",Buy,Buy,Neutral,56.23635323,1.43,0.519157353,118.0090047,68.86574074,65.0462963,
QFIN,"Qfin Holdings, Inc.",Sell,Strong sell,Neutral,46.12107768,-0.37,-0.267261765,-23.13959021,24.46807758,28.10183141,
ARDT,"Ardent Health, Inc.",Buy,Strong buy,Buy,62.83840549,0.77,0.6175,88.6450433,64.2366792,65.99360475,
VTOL,"Bristow Group, Inc.",Strong buy,Strong buy,Buy,60.07480047,-0.89,1.322843529,60.67916968,58.51197982,39.77646383,
WWW,"Wolverine World Wide, Inc.",Neutral,Neutral,Neutral,51.93583576,0.46,1.188544118,42.08291429,51.47123408,62.1635011,
AGIO,"Agios Pharmaceuticals, Inc.",Strong sell,Strong sell,Sell,29.33625155,-8.72,-4.401429412,-129.5939505,1.98904495,3.099075405,
LFAC,Leapfrog Acquisition Corporation,Neutral,Sell,Buy,51.86531555,0.04,0.001938235,11.96596525,79.55357527,87.71004635,
TH,Target Hospitality Corp.,Buy,Strong buy,Neutral,61.78312242,-0.14,2.588970882,26.69308483,26.96743026,41.82064227,Doji
CSWC,Capital Southwest Corporation,Buy,Strong buy,Neutral,58.98234406,0.49,1.087958824,48.04159808,53.76289658,59.72885302,
NVCR,NovoCure Limited,Buy,Strong buy,Neutral,55.72873601,1.76,0.844386765,69.47217944,77.63854113,81.19710478,
MUX,McEwen Inc.,Buy,Strong buy,Neutral,52.7847579,0.46,1.838440882,35.69252897,56.39076789,61.36597075,
RCAT,"Red Cat Holdings, Inc.",Sell,Strong sell,Neutral,42.78583084,-1.21,-1.185573824,-193.2683219,15.82240741,33.40293613,
SBET,"Sharplink, Inc.",Sell,Sell,Neutral,49.73120284,0.48,0.272792059,38.3953165,60.62666149,65.49813358,
DOLE,Dole plc,Sell,Strong sell,Sell,47.29116307,-0.64,0.224113235,4.4256925,39.40266507,46.73245259,
GLIBA,"GCI Liberty, Inc. - Series A GCI Group",Strong sell,Strong sell,Neutral,44.959282,-0.72,-0.115649706,-35.55725984,52.91106846,47.21298074,
ENVX,Enovix Corporation,Buy,Buy,Buy,57.63200689,0.53,1.113497059,65.87315203,72.34601291,80.11389109,
CRI,"Carter's, Inc.",Strong buy,Strong buy,Buy,57.84626475,3.6,2.750022059,64.86588035,53.75118708,58.68945869,
ENOV,Enovis Corporation,Buy,Buy,Neutral,53.16482959,-0.32,0.381573529,37.00361947,34.21768707,29.74954463,
REAL,"The RealReal, Inc.",Buy,Strong buy,Neutral,57.14972917,1.3,2.071253824,83.52556502,79.65398009,82.38342595,
BFLY,"Butterfly Network, Inc.",Strong buy,Strong buy,Neutral,69.37911606,1.2,1.035,88.43905801,77.40112994,79.13787717,
MAN,ManpowerGroup,Neutral,Buy,Neutral,52.5258252,0.77,2.020838235,20.54343192,48.65394028,57.66030348,
UPWK,Upwork Inc.,Sell,Strong sell,Neutral,40.49595354,-0.36,-0.437688529,-82.96853978,22.32232232,34.14611722,
NVGS,Navigator Holdings Ltd.,Buy,Strong buy,Neutral,63.91934577,0.79,1.023922059,148.3123229,84.3575419,81.48133173,
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.)",Sell,Sell,Neutral,48.58331671,0.11,0.709029412,33.21135284,49.64656355,63.6400033,
VRDN,"Viridian Therapeutics, Inc.",Strong sell,Strong sell,Neutral,22.57307578,-1.3,-6.568717647,-90.9729375,14.38350111,16.04194034,
WINA,Winmark Corporation,Sell,Strong sell,Neutral,39.02551119,-38.12,-20.53591765,-84.02466169,35.41426743,41.67732992,
TRS,TriMas Corporation,Strong buy,Strong buy,Neutral,53.31979578,-1.27,0.279352941,0.609121453,38.23893174,33.39362926,
DCH,Dauch Corporation,Sell,Strong sell,Neutral,47.09386708,-0.28,0.114572059,-31.90843261,34.80314961,35.88676415,
DLX,Deluxe Corporation,Strong buy,Strong buy,Neutral,69.14759798,1.7,2.126882353,103.3612396,82.2755399,79.14430467,
CBL,"CBL & Associates Properties, Inc.",Buy,Strong buy,Buy,74.18734364,3.26,4.251136765,105.2064769,88.03362078,90.49794016,
INOD,Innodata Inc.,Sell,Strong sell,Neutral,47.72204725,2.83,2.570336294,12.88872851,55.82524272,67.25997843,
DFH,"Dream Finders Homes, Inc.",Sell,Sell,Neutral,49.33808655,0.54,0.963282353,64.92402895,57.87106447,64.23454939,
PRCT,PROCEPT BioRobotics Corporation,Sell,Strong sell,Neutral,45.09119738,0.63,-0.544711765,-22.84572342,44.375,51.9801816,
DMLP,"Dorchester Minerals, L.P.",Buy,Strong buy,Neutral,54.87734801,-0.18,0.618965294,32.28019476,67.69230769,76.94825416,Hanging Man
TNDM,"Tandem Diabetes Care, Inc.",Sell,Strong sell,Neutral,44.72092872,-0.28,-0.764766176,3.614554915,52.56230625,59.89644004,
NPKI,NPK International Inc.,Strong buy,Strong buy,Buy,68.11663818,1.05,0.492466765,278.1445281,70.47468632,51.33392717,
SVV,"Savers Value Village, Inc.",Buy,Buy,Neutral,55.83898833,0.52,0.643869118,81.57668041,68.11212625,74.08206621,
ADTN,"ADTRAN Holdings, Inc.",Buy,Strong buy,Neutral,71.87531628,1.77,3.546462059,66.37951317,77.06975228,80.11030314,Long Lower Shadow
ASTE,"Astec Industries, Inc.",Buy,Strong buy,Sell,54.04591781,-2.35,2.544093162,40.62761549,51.88341915,53.14370191,Bearish Engulfing
WKC,World Kinect Corporation,Strong buy,Strong buy,Buy,71.61166747,3.11,1.326808824,279.7808413,52.23620552,52.60300006,Spinning Top White
ORC,"Orchid Island Capital, Inc.",Buy,Buy,Buy,51.67959709,-0.04,-0.117085588,41.1264237,52.44444444,44.2962963,
NNE,Nano Nuclear Energy Inc.,Buy,Buy,Buy,56.42292012,3.89,2.885268824,70.73105068,65.01642222,71.57655887,
AVBP,"ArriVent BioPharma, Inc.",Buy,Strong buy,Neutral,67.30023634,3.54,5.174505588,81.74020863,79.81732954,83.10247131,
WOLF,"Wolfspeed, Inc.",Buy,Strong buy,Neutral,67.16492493,5.52,8.282003529,117.2593328,81.71287361,80.10662362,
CRVS,"Corvus Pharmaceuticals, Inc.",Buy,Strong buy,Neutral,51.58900946,0.75,1.562388529,54.10679808,32.49418433,47.94046752,
GIII,"G-III Apparel Group, LTD.",Buy,Strong buy,Buy,67.24347201,2.37,3.060205882,107.4936661,86.42663258,87.29425954,
UMH,"UMH Properties, Inc.",Buy,Strong buy,Buy,56.05826976,0.18,0.692772059,78.39781147,74.22713503,74.96041153,
